_id,store_id,store_name,address,mailing_city,state,zip,municipality,corp_id,neighborhood,longitude,latitude,business_phone,alternate_phone,price_verification,fuel_dispenser,scale,timing,misc_inspection,oob,unit,shopping_center,new_municipality
1840440,30035,PRO IMAGE,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960295,40.42926,412-856-7610,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL ,MONROEVILLE
1840441,30036,AEROPOSTALE,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960295,40.42926,412-856-6456,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,Monroeville
1840442,30037,WILLIS,3738 LIBRARY RD,PITTSBURGH,PA,15234,CASTLE SHANNON,,,-80.0208495,40.364928,(412) 881-5660,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
1840443,30038,BATTERIES + BULBS,3912 LIBRARY RD,PITTSBURGH,PA,15234,CASTLE SHANNON,,,-80.0268165,40.363704,(412) 531-1690,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,
1840444,30039,CHAMPS SPORTS,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960295,40.42926,(412) 373-2593,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL,Monroeville
1840445,30040,STEELERS SIDELINE STORE,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960295,40.42926,412-372-8326,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,MONROEVILLE
1840446,30041,FOOT ACTION,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960295,40.42926,(412) 856-1395,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,Monroeville
1840447,30042,PIERCING PAGODA BANTER,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960295,40.42926,(412) 372-6346,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL,Monroeville
1840448,30043,LIDS,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960295,40.42926,(412) 373-3888,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL,Monroeville
1840449,30044,PCX,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960295,40.42926,412-373-3670,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,MONROEVILLE
1840450,30045,VITAMIN WORLD,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960295,40.42926,412-380-2510,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL,Monroeville
1840451,30046,SILVER GOLD COLLECTION,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960295,40.42926,(412) 856-3055,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,Monroeville
1840452,30048,KIDS FOOT LOCKER,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960295,40.42926,(412) 666-0618,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL,Monroeville
1840453,30049,BUCKLE,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960295,40.42926,412-856-7477,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,Monroeville
1840454,30051,CHARLOTTE RUSSE,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960295,40.42926,412-373-8330,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,Monroeville
1840455,30053,THE BODY SHOP,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960295,40.42926,412-373-5040,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,MONROEVILLE
1840456,30054,YANKEE CANDLE CO,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960295,40.42926,(412) 374-0773,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,Monroeville
1840457,30055,CLAIRES,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960295,40.42926,(412) 373-6693,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL,Monroeville
1840458,30056,ABERCROMBIE & FITCH,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960295,40.42926,412-858-4686,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,MONROEVILLE
1840459,30057,THE CHILDRENS PLACE,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960295,40.42926,(412) 380-8009,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL,Monroeville
1840460,30061,RADIO SHACK,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960295,40.42926,412-373-3800,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,MONROEVILLE
1840461,30062,FINISH LINE,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960295,40.42926,(412) 858-4686,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,Monroeville
1840462,30063,HOT TOPIC,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960295,40.42926,(412) 372-5140,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL,Monroeville
1840463,30064,PAYLESS SHOE SOURCE,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960295,40.42926,412-373-5413,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,Monroeville
1840464,30066,VICTORIAS SECRET/PINK,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960295,40.42926,(412) 380-9348,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL,Monroeville
1840465,30068,JOURNEYS KIDZ,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960295,40.42926,(412) 380-9325,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,Monroeville
1840466,30070,DAKOTA WATCH CO,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960295,40.42926,(412) 373-4222,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL,Monroeville
1840467,30072,PHILLIP PELUSI,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960295,40.42926,(412) 373-7520,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,Monroeville
1840468,30073,CHICOS,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960295,40.42926,(412) 372-4818,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL,Monroeville
1840469,30074,SHOE DEPARTMENT,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960295,40.42926,(412) 373-5066,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL,Monroeville
1840470,30075,GYMBOREE,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960295,40.42926,412-373-8890,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,MONROEVILLE
1840471,30076,HOLLISTER,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960295,40.42926,(412) 373-4722,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,Monroeville
1840472,30078,WHITE HOUSE/BLACK MARKET,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960295,40.42926,412-856-1896,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,Monroeville
1840473,30079,CACHE,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960295,40.42926,412-374-7090,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,MONROEVILLE
1840474,30080,BURTONS TOTAL PET,1025 WASHINGTON PIKE,BRIDGEVILLE,PA,15017,BRIDGEVILLE,,,-80.1085545,40.365558,412-257-0756,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,Bridgeville
1840475,30081,T J MAXX / Home Goods,1155 WASHINGTON PIKE,BRIDGEVILLE,PA,15017,BRIDGEVILLE,,,-80.1035865,40.36824,(412) 247-1670,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,GREAT SOUTHERN SHOPPING CENTER,Bridgeville
1840476,30083,ALTMEYERS,1155 WASHINGTON PIKE,BRIDGEVILLE,PA,15017,BRIDGEVILLE,,,-80.1035865,40.36824,412-221-3740,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,GREAT SOUTHERN SHOPPING CENTER,COLLIER
1840477,30086,ULTA,4100 WM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,,,(412) 374-1315,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL,Monroeville
1840478,30088,COLDWATER CREEK,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960295,40.42926,412-373-1812,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,MONROEVILLE
1840479,30089,BARNES & NOBLE,700 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.795305,40.430349,(412) 856-0369,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL,Monroeville
1840480,30090,BEST BUY,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960295,40.42926,(412) 856-7344,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL ANNEX,Monroeville
1840481,30091,JOANN FABRIC,3700 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.78941,40.434642,(412) 323-9540,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,Monroeville
1840482,30092,BABIES R US,3700 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.78941,40.434642,412-856-9891,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,Monroeville
1840483,30094,GIANT EAGLE,1705 S BRADDOCK AVE,PITTSBURGH,PA,15218,EDGEWOOD,,,-79.8868485,40.425633,(412) 371-4618,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,EDGEWOOD TOWNE CENTRE,Swissvale
1840484,30095,HIBBETT SPORTS,1727 S BRADDOCK AVE,PITTSBURGH,PA,15218,EDGEWOOD,,,-79.8865425,40.426407,(412) 526-3111,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,EDGEWOOD TOWNE CENTRE,Edgewood
1840485,30096,SALLY BEAUTY SUPPLY,1731 S BRADDOCK AVE,PITTSBURGH,PA,15218,EDGEWOOD,,,-79.886493,40.426614,412-371-7755,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,EDGEWOOD TOWNE CENTRE,Edgewood
1840486,30098,K MART,1775 S BRADDOCK AVE ,PITTSBURGH,PA,15218,EDGEWOOD,,,-79.8861375,40.428018,412-371-8771,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,EDGEWOOD TOWNE CENTRE,Edgewood
1840487,30099,GUITAR CENTER,384 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7947335,40.426506,(412) 372-8800,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL ANNEX,Monroeville
1840488,30101,DOTS FASHIONS,4126 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.765389,40.437414,412-380-0630,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MIRACLE MILE SHOPPING CENTER,MONROEVILLE
1840489,30102,HARBOR FREIGHT TOOLS,145 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7998275,40.430934,(412) 373-3061,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL ANNEX,Monroeville
1840490,30103,DICKS SPORTING GOODS,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960295,40.42926,(412) 858-1200,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL ANNEX,Monroeville
1840491,30104,BURLINGTON COAT FACTORY,330 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.796655,40.42692,(412) 373-2110,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL ANNEX,Monroeville
1840492,30105,RITE AID,3939 BUTLER ST,PITTSBURGH,PA,15201,ARSENAL,,Lower Lawrenceville,-79.9633125,40.468968,(412) 682-6970,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,Pittsburgh
1840493,30106,HANDMADE IN AMERICA,1155 WASHINGTON PIKE,BRIDGEVILLE,PA,15017,BRIDGEVILLE,,,-80.1035865,40.36824,412-221-6840,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,GREAT SOUTHERN SHOPPING CENTER,COLLIER
1840494,30107,CATHERINES PLUS SIZES,4100 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.768809,40.437261,412-374-8809,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,UNIT 44B,MIRACLE MILE SHOPPING CENTER,Monroeville
1840495,30110,DSW SHOE WAREHOUSE,4100 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.768809,40.437261,(412) 374-1329,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MIRACLE MILE SHOPPING CENTER,Monroeville
1840496,30111,OLD NAVY,4120 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7658075,40.437387,(412) 373-7427,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MIRACLE MILE SHOPPING CENTER,Monroeville
1840497,30113,SCRUBS & BEYOND,4060 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.768332,40.437297,(412) 856-8772,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MIRACLE MILE SHOPPING CENTER,Monroeville
1840498,30114,MARSHALLS,4100 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.768809,40.437261,(412) 372-7410,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,UNIT 12,MIRACLE MILE SHOPPING CENTER,Monroeville
1840499,30116,DRESS BARN WOMAN,4100 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.768809,40.437261,412-856-1418,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,UNIT 53,MIRACLE MILE SHOPPING CENTER,Monroeville
1840500,30118,ONCE UPON A CHILD,3747 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7869935,40.437315,(412) 374-9934,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Monroeville
1840501,30119,CD WAREHOUSE,3747 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7869935,40.437315,412-380-7544,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,MONROEVILLE
1840502,30120,BATTERIES + BULBS,3467 WILLIAM PENN HWY,MONROEVILLE,PA,15146,WILKINS TWP,,,-79.8099885,40.430673,(412) 380-1388,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Monroeville
1840503,30121,HOME DEPOT,3550 WILLIAM PENN HWY,PITTSBURGH,PA,15235,MONROEVILLE,,,-79.805331,40.429089,(412) 864-9406,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Wilkins
1840504,30122,OFFICE DEPOT,3619 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.799931,40.433409,412-374-3134,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,MONROEVILLE
1840505,30123,GAME STOP,4100 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.768809,40.437261,(412) 380-6051,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,UNIT 5 ,MIRACLE MILE SHOPPING CENTER,Monroeville
1840506,30124,HALLMARK,4106 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.797011374,40.4345380340001,412-373-5076,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,UNIT 40,MIRACLE MILE SHOPPING CENTER,Monroeville
1840507,30125,JUSTICE JUST 4 GIRLS,4066 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7663745,40.437378,412-373-4672,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MIRACLE MILE SHOPPING CENTER,Monroeville
1840508,30126,MICHAELS,3747 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7869935,40.437315,(412) 856-6040,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Monroeville
1840509,30127,BIG LOTS,4049 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.770627,40.440591,(412) 373-8039,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,Monroeville
1840510,30128,DXL DESTINATION,3832 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7821695,40.436361,412-372-8442,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,Monroeville
1840511,30129,HALF PRICE BOOKS,3747 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7869935,40.437315,(412) 856-1949,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Monroeville
1840512,30131,FAMILY CHRISTIAN STORE,3747 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7869935,40.437315,412-372-1610,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,Monroeville
1840513,30133,DOLLAR GENERAL,5032 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.708095,40.427865,(724) 325-7171,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Monroeville
1840514,30135,MICHAELS,5070 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7078475,40.42692,(412) 387-1698,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Monroeville
1840515,30136,PIER ONE IMPORTS,4201 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7621985,40.439574,(412) 373-3587,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,Monroeville
1840516,30137,LOWES,4200 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.762662,40.437189,(412) 717-9122,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Monroeville
1840517,30141,BATH & BODY WORKS,958 FREEPORT RD,PITTSBURGH,PA,15238,FOX CHAPEL,,,-79.891542,40.48884,(412) 782-0206,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,WATERWORKS MALL,Pittsburgh
